Type,Locus,Strand,Left,Right,Length,CN_HMM,CN_boot,Lowerbound,Upperbound
CDS,SATW20_06480,-1,707213,707380,168,1,0.8341515559,0.8032570539,0.865046058
IG,,1,707381,707886,506,1,0.7703029183,0.6631195925,0.9021194605
CDS,SATW20_06490,-1,707887,708717,831,1,0.9564937841,0.8526758994,1.0430107477
IG,,1,708718,708900,183,1,1.0627708713,1.013339668,1.1122020746
CDS,SATW20_06500,1,708901,709557,657,1,0.999216467,0.9286004623,1.0751639801
CDS,SATW20_06510,1,709558,709938,381,1,1.0182827883,0.9441112677,1.1122515058
IG,,1,709939,710070,132,1,0.9268350622,0.8897616597,0.9639084646
CDS,SATW20_06520,1,710071,710439,369,1,0.9762662655,0.8848185393,1.0726571119
IG,,1,710440,710559,120,1,0.8526882572,0.8526882572,0.8526882572
CDS,SATW20_06530,1,710560,712044,1485,1,0.9507783013,0.8888966136,1.0156567556
IG,,1,712045,712185,141,1,0.6920368464,0.5684588381,0.8156148547
CDS,SATW20_06540,-1,712186,712638,453,1,0.8526882572,0.7205421737,0.9288946956
IG,,1,712639,712650,12,1,0.9144772613,0.0245920236,0.9144772613
CDS,SATW20_06550,-1,712651,713415,765,1,0.9762662655,0.9295400475,1.0174589349
IG,,1,713416,713963,548,1,0.8732845919,0.8135140286,0.9309749254
CDS,SATW20_06560,-1,713964,714716,753,1,0.9460583079,0.8567800623,1.0463075344
IG,,1,714717,714883,167,1,0.9577295642,0.9268350622,0.9886240663
CDS,SATW20_06570,1,714884,715870,987,1,1.0043521764,0.9470119806,1.0683880535
IG,,1,715871,715872,2,1,0.8897616597,0.0247156017,0.8897616597
CDS,SATW20_06580,1,715873,716709,837,1,1.0664782115,0.9898474886,1.1480644126
IG,,1,716710,717295,586,1,1.0071607675,0.8815231258,1.1348992354
CDS,SATW20_06590,1,717296,718216,921,1,0.911106952,0.8729101131,0.945944716
IG,,1,718217,718220,4,1,0.8403304564,0.0123578008,0.8280962335
CDS,SATW20_06600,1,718221,719204,984,1,0.9886240663,0.8403304564,1.150443851
IG,,1,719205,719216,12,1,0.9144772613,0.0123578008,0.9021194605
CDS,SATW20_06610,1,719217,720293,1077,1,0.9773897019,0.92121788,1.0324380874
IG,,1,720294,720469,176,1,0.8403304564,0.7785414522,0.8897616597
CDS,SATW20_06620,1,720470,720811,342,1,0.8971763402,0.8180122681,0.9639331802
IG,,1,720812,720862,51,1,0.939192863,0.0123578008,0.939192863
CDS,SATW20_06630,-1,720863,722185,1323,1,0.940075563,0.8438347756,1.0327678963
CDS,SATW20_06640,-1,722172,722612,441,1,1.0565919709,0.889720467,1.2152455372
IG,,1,722613,723236,624,1,1.0451168701,0.9974334129,1.0928003273
CDS,SATW20_06650,1,723237,724646,1410,1,1.0067488409,0.9317617054,1.0809780312
IG,,1,724647,724649,3,1,1.0874864729,0.0247156017,1.0874864729
CDS,SATW20_06660,1,724650,725276,627,1,1.0610054712,0.9850226501,1.147510077
IG,,1,725277,725401,125,1,1.0668901382,1.0009818671,1.1369176762
CDS,SATW20_06670,1,725402,726043,642,1,0.9939202667,0.9073626989,1.0804425265
IG,,1,726044,726130,87,1,1.0009818671,0.9886240663,1.013339668
CDS,SATW20_06680,1,726131,726748,618,1,1.0380552696,0.9179550996,1.1793402411
IG,,1,726749,726822,74,1,0.9268350622,0.8279726555,1.0256974688
CDS,SATW20_06690,1,726823,727452,630,1,0.939192863,0.8491398029,1.0221666686
IG,,1,727453,727647,195,1,0.8815231258,0.7785414522,1.0009818671
CDS,SATW20_06700,1,727648,728268,621,1,0.9162426614,0.8456266567,0.983398482
IG,,1,728269,728398,130,1,0.8588671576,0.8156148547,0.9021194605
CDS,SATW20_06710,1,728399,729040,642,1,0.8465093568,0.7816154552,0.923745612
IG,,1,729041,729086,46,1,0.7291102489,0.0123578008,0.7291102489
CDS,SATW20_06720,1,729087,729254,168,1,0.8403304564,0.7291102489,1.0627708713
IG,,1,729255,729257,3,1,0.7291102489,0.0123578008,0.7168760261
CDS,SATW20_06720,1,729258,729716,459,1,0.9412524965,0.830032289,1.0216605872
IG,,1,729717,730168,452,1,1.0207543485,0.998510307,1.0429983899
CDS,SATW20_06730,1,730169,730798,630,1,0.9903894664,0.865046058,1.1069764902
IG,,1,730799,730921,123,1,1.0751286721,1.0009818671,1.1245598754
CDS,SATW20_06740,1,730922,731563,642,1,1.1422138766,1.0609878172,1.2357800829
IG,,1,731564,731671,108,1,1.1060231742,1.013339668,1.1987066804
CDS,SATW20_06750,1,731672,732235,564,1,1.0398206697,0.9231983379,1.1458859088
IG,,1,732236,732469,234,1,1.0462938035,0.9515506638,1.0998442738
CDS,SATW20_06760,1,732470,733096,627,1,0.9109464611,0.7961248374,1.0186358683
IG,,1,733097,733365,269,1,0.9206561617,0.7816309024,1.0843970227
CDS,SATW20_06770,1,733366,734304,939,1,0.9942412485,0.918937304,1.0571649234
IG,,1,734305,734514,210,1,1.0627708713,0.9762662655,1.1245598754
CDS,SATW20_06780,1,734515,735051,537,1,1.1039635407,1.0152963198,1.19252778
IG,,1,735052,735219,168,1,1.009220401,0.8032570539,1.2604956845
CDS,SATW20_06790,1,735220,735696,477,1,0.9910956265,0.8971516246,1.0874864729
IG,,1,735697,735735,39,1,1.0256974688,0.8897616597,1.1616332779
CDS,SATW20_06800,1,735736,737031,1296,1,0.9294831623,0.8809081781,0.9903982934
IG,,1,737032,737073,42,1,0.865046058,0.0123578008,0.8528118352
CDS,SATW20_06810,1,737074,737580,507,1,0.9515506638,0.7949155383,1.1122020746
IG,,1,737581,738078,498,1,1.048353437,0.928853503,1.1781103457
CDS,SATW20_06820,1,738079,739089,1011,1,1.0043521764,0.9043663334,1.0886323781
IG,,1,739090,739363,274,1,0.9824451659,0.9144772613,1.1122020746
CDS,SATW20_06830,1,739364,739780,417,1,0.9861525061,0.8601029377,1.1394880988
CDS,SATW20_06840,1,739777,741438,1662,1,0.9563564752,0.8931600549,1.0167861213
IG,,1,741439,741826,388,1,0.9614369045,0.8897369441,1.0306405891
CDS,SATW20_06850,1,741827,742462,636,1,0.9356620628,0.8562014034,1.0080611216
IG,,1,742463,742840,378,1,0.9589653443,0.8625250666,1.0800717924
CDS,SATW20_06860,1,742841,743728,888,1,0.983680946,0.9095217832,1.0850767018
IG,,1,743729,743839,111,1,0.939192863,0.9144772613,0.9639084646
CDS,SATW20_06870,1,743840,744826,987,1,1.0616474348,1.0032175056,1.1256945462
IG,,1,744827,744880,54,1,1.1122020746,0.0123578008,1.0999678518
CDS,SATW20_06880,1,744881,745600,720,1,1.1199257001,1.047308173,1.2235149656
CDS,SATW20_06890,1,745584,746384,801,1,1.0668901382,0.9913565134,1.136945138
IG,,1,746385,746519,135,1,1.0380552696,1.0380552696,1.0380552696
CDS,SATW20_06900,1,746520,747026,507,1,1.079247939,0.9927433332,1.1987272767
IG,,1,747027,747187,161,1,1.04423417,1.0256974688,1.0627708713
CDS,SATW20_06910,1,747188,747904,717,1,1.1369176762,1.0435201638,1.2248914873
IG,,1,747905,748072,168,1,1.2357800829,1.1987066804,1.2728534854
CDS,SATW20_06920,1,748073,748861,789,1,1.1080828076,1.0325491828,1.1973473223
IG,,1,748862,749111,250,1,0.9021194605,0.7507364003,1.0226080186
CDS,SATW20_06930,-1,749112,749486,375,1,0.9268350622,0.7878098028,1.102933724
IG,,1,749487,750433,947,1,0.957167846,0.8942441711,1.026843374
CDS,SATW20_06940,-1,750434,751327,894,1,0.9799736057,0.9008589648,1.059063531
IG,,1,751328,751557,230,1,1.0751286721,0.8774038588,1.2110644812
CDS,SATW20_06950,-1,751558,751782,225,1,1.1286791424,1.0256974688,1.2110644812
IG,,1,751783,751798,16,1,1.0256974688,0.0123578008,1.013339668
CDS,SATW20_06960,-1,751799,752002,204,1,1.04423417,0.9299245124,1.2203328318
IG,,1,752003,752160,158,1,1.2296011825,1.1739910787,1.2852112862
CDS,SATW20_06970,1,752161,752721,561,1,1.0398206697,0.9585946103,1.1139674747
IG,,1,752722,752739,18,1,0.8526882572,0.0245920236,0.8526882572
CDS,SATW20_06980,1,752740,755142,2403,1,1.0390438937,0.9886191232,1.0909713728
CDS,SATW20_06990,1,755129,755554,426,1,1.0850149128,1.0182827883,1.1766356481
CDS,SATW20_07000,1,755551,755895,345,1,1.028786919,0.9082983609,1.1214704252
CDS,SATW20_07010,1,755885,757381,1497,1,0.9268350622,0.8658029733,0.9793634393
CDS,SATW20_07020,1,757382,757864,483,1,0.8897616597,0.7579245212,1.009220401
CDS,SATW20_07030,1,757861,758163,303,1,0.9453717634,0.865046058,1.04423417
CDS,SATW20_07040,1,758138,758575,438,1,1.0429983899,0.9342497427,1.1172687729
IG,,1,758576,758914,339,1,1.0182827883,0.9169488215,1.1641542693
CDS,SATW20_07050,1,758915,760957,2043,1,1.0374668029,0.9733180473,1.1010270918
IG,,1,760958,761850,893,1,0.9812093858,0.9330016048,1.0355837095
CDS,SATW20_07060,-1,761851,762780,930,1,0.9626726846,0.8563708818,1.0615350912
CDS,SATW20_07070,-1,762777,763613,837,1,0.9280708422,0.831667638,1.0158235859
CDS,SATW20_07080,-1,763607,764350,744,1,0.9082983609,0.8418597342,0.9655149788
IG,,1,764351,764471,121,1,0.9144772613,0.8897616597,0.939192863
CDS,SATW20_07090,1,764472,765116,645,1,0.96854264,0.8402532201,1.0859880896
IG,,1,765117,765195,79,1,0.9886240663,0.0123578008,0.9886240663
CDS,SATW20_07100,-1,765196,765948,753,1,0.9913702443,0.9034788186,1.0600384242
IG,,1,765949,766183,235,1,0.935073596,0.8403304564,1.0380552696
CDS,SATW20_07110,1,766184,766948,765,1,0.9968626002,0.9116898907,1.0916469325
IG,,1,766949,767008,60,1,0.8526882572,0.8403304564,0.865046058
CDS,SATW20_07120,-1,767009,767803,795,1,0.9790124434,0.8608718675,1.086113384
IG,,1,767804,768149,346,1,1.0102502178,0.954640114,1.0689497717
CDS,SATW20_07130,1,768150,768962,813,1,0.9831317104,0.9034788186,1.0572785154
IG,,1,768963,769114,152,1,0.8815231258,0.7739690659,1.0504130704
CDS,SATW20_07140,1,769115,770164,1050,1,1.0324380874,0.9627850282,1.1009789446
CDS,SATW20_07150,1,770161,771222,1062,1,1.1101424411,1.0339360027,1.1750414918
IG,,1,771223,771284,62,1,1.0751286721,0.0123578008,1.0751286721
CDS,SATW20_07160,1,771285,771683,399,1,1.0108681078,0.8848185393,1.1073083855
IG,,1,771684,771799,116,1,0.8465093568,0.8032570539,0.8897616597
CDS,SATW20_07170,-1,771800,773095,1296,1,0.9277177622,0.8782777319,0.9877413662
IG,,1,773096,773515,420,1,0.9886240663,0.9103373981,1.0566125672
CDS,SATW20_07180,1,773516,775243,1728,1,0.9831317104,0.9302609192,1.0428816774
IG,,1,775244,775313,70,1,0.9515506638,0.9021194605,1.0009818671
CDS,SATW20_07190,1,775314,775394,81,1,1.0009818671,0.0247156017,0.9887476443
IG,,1,775395,775601,207,1,0.9978924169,0.9361034128,1.04423417
CDS,SATW20_07200,1,775602,776831,1230,1,1.0161914682,0.9334037086,1.1046352981
IG,,1,776832,777355,524,1,1.0565919709,0.9783053026,1.1184015713
CDS,SATW20_07210,1,777356,778189,834,1,0.9570430197,0.9034788186,1.0106072209
IG,,1,778190,778470,281,1,0.9731768153,0.8525646792,1.1523649273
CDS,SATW20_07220,1,778471,779268,798,1,0.9446852189,0.8375705475,1.064171422
IG,,1,779269,779303,35,1,0.8279726555,0.7291102489,0.9268350622
CDS,SATW20_07230,1,779304,780308,1005,1,0.9144772613,0.8886269889,0.9448212795
CDS,SATW20_07240,1,780305,781321,1017,1,0.9684022104,0.9065907375,1.0426725934
IG,,1,781322,781554,233,1,0.8156148547,0.6055322406,0.9762662655
CDS,SATW20_07250,1,781555,782523,969,1,1.0537833798,0.9178363363,1.2620010894
IG,,1,782524,782564,41,1,0.8279726555,0.0123578008,0.8156148547
CDS,SATW20_07260,1,782565,783149,585,1,0.9568468642,0.8632276959,1.0486653243
CDS,SATW20_07270,1,783142,783504,363,1,1.0306405891,0.8872900995,1.1418607966
IG,,1,783505,783619,115,1,1.0071607675,0.9021194605,1.1122020746
CDS,SATW20_07280,1,783620,784117,498,1,0.9886240663,0.9020782678,1.0936653733
IG,,1,784118,784572,455,1,0.9045910207,0.807903587,0.9614616201
CDS,SATW20_07290,1,784573,785640,1068,1,0.9247754287,0.8506286237,1.0030620969
IG,,1,785641,785790,150,1,0.8897616597,0.8279726555,0.9515506638
CDS,SATW20_07300,1,785791,786834,1044,1,0.9659680981,0.9113878111,1.0143797829
IG,,1,786835,787162,328,1,1.0936653733,1.013277879,1.2357800829
CDS,SATW20_07310,1,787163,787591,429,1,1.1641048381,0.9713231451,1.3521411355
IG,,1,787592,787799,208,1,1.0504130704,0.9021194605,1.1987066804
CDS,SATW20_07320,-1,787800,788306,507,1,1.0504130704,0.9356444087,1.1846894035
IG,,1,788307,788418,112,1,1.1554543775,1.1245598754,1.1863488796
CDS,SATW20_07330,1,788419,789342,924,1,1.0602993111,0.9750304854,1.1394015942
IG,,1,789343,789357,15,1,1.1245598754,0.0245920236,1.1123256526
CDS,SATW20_07340,1,789358,790032,675,1,1.0751286721,0.983928102,1.1616332779
CDS,SATW20_07350,1,790025,791065,1041,1,1.159386405,1.0694777868,1.243677841
IG,,1,791066,791208,143,1,1.009220401,0.8403304564,1.1492754771
CDS,SATW20_07360,1,791209,791970,762,1,0.8990300103,0.8341361087,0.954640114
IG,,1,791971,792049,79,1,0.939192863,0.9268350622,0.9515506638
CDS,SATW20_07370,1,792050,793849,1800,1,0.990575298,0.9300806109,1.0530797538
IG,,1,793850,794573,724,1,1.163178003,1.0936653733,1.2450484335
CDS,SATW20_07380,1,794574,795191,618,1,1.1139674747,0.9709347571,1.2693403391
IG,,1,795192,795206,15,1,0.9453717634,0.8279726555,1.0627708713
CDS,SATW20_07390,1,795207,796214,1008,1,0.9032428969,0.8425773292,0.9897587371
IG,,1,796215,796801,587,1,0.9180080616,0.8191456549,1.0098265217
CDS,SATW20_07400,-1,796802,797599,798,1,0.9948029667,0.8757355557,1.0797782947
IG,,1,797600,797959,360,1,1.0108681078,0.9021194605,1.0998442738
CDS,SATW20_07410,1,797960,798604,645,1,0.9963476918,0.9097504025,1.0658603215
IG,,1,798605,799300,696,1,0.999216467,0.8861249354,1.0928003273
CDS,SATW20_07420,1,799301,801451,2151,1,1.1082700471,1.0650008926,1.1582854373
IG,,1,801452,801596,145,1,1.1554543775,1.1122020746,1.1987066804
CDS,SATW20_07430,1,801597,801956,360,1,1.0800717924,0.983680946,1.1838773194
IG,,1,801957,802145,189,1,1.0339360027,0.9515506638,1.0874864729
CDS,SATW20_07440,1,802146,802862,717,1,1.0782181223,1.0426739977,1.1168362499
CDS,SATW20_07450,1,802862,803335,474,1,1.0854268395,1.0071607675,1.1740734641
IG,,1,803336,803687,352,1,1.013339668,0.8928511099,1.1276493256
CDS,SATW20_07460,1,803688,804332,645,1,1.0226080186,0.9329985153,1.115306972
IG,,1,804333,804447,115,1,0.9453717634,0.939192863,0.9515506638
CDS,SATW20_07470,1,804448,805314,867,1,1.0170470082,0.9614245467,1.0764138834
IG,,1,805315,805583,269,1,0.8526882572,0.7661836514,0.9021194605
CDS,SATW20_07480,1,805584,806804,1221,1,0.9524333639,0.8676676772,1.0477649703
CDS,SATW20_07490,1,806801,807289,489,1,1.0553561908,1.0059249875,1.0949011534
IG,,1,807290,807387,98,1,1.0565919709,0.9762662655,1.1369176762
CDS,SATW20_07500,-1,807388,808077,690,1,1.0828522976,1.0349040304,1.1276493256
IG,,1,808078,808203,126,1,1.0627708713,0.9515506638,1.1616332779
CDS,SATW20_07510,1,808204,808647,444,1,1.1888204397,1.0578277509,1.3519681263
IG,,1,808648,808713,66,1,1.1307387758,1.0380552696,1.223422282
CDS,SATW20_07520,1,808714,809109,396,1,1.1393892364,1.0751286721,1.1962351202
IG,,1,809110,809246,137,1,1.0071607675,0.9762662655,1.0380552696
CDS,SATW20_07530,1,809247,809546,300,1,1.0565919709,0.9824451659,1.1245598754
IG,,1,809547,809625,79,1,1.0504130704,1.0009818671,1.0998442738
CDS,SATW20_07540,1,809626,810168,543,1,1.0277571023,0.9453717634,1.103984137
IG,,1,810169,810263,95,1,1.0874864729,1.0874864729,1.0874864729
CDS,SATW20_07550,-1,810264,810830,567,1,0.9462544635,0.8720900045,1.0310466311
IG,,1,810831,810831,1,1,0.8526882572,0.0247156017,0.8526882572
CDS,SATW20_07560,-1,810832,811290,459,1,0.89470478,0.8329157759,0.9614369045
IG,,1,811291,811292,2,1,0.8156148547,0.0123578008,0.8156148547
CDS,SATW20_07570,-1,811293,811976,684,1,0.9376481379,0.8851120371,1.0056314897
IG,,1,811977,812147,171,1,0.9268350622,0.8032570539,1.0751286721
CDS,SATW20_07580,-1,812148,813023,876,1,0.9552580041,0.8650337002,1.0554179798
IG,,1,813024,813241,218,1,1.0051011341,0.939192863,1.0751286721
CDS,SATW20_07590,1,813242,814873,1632,1,0.9304697095,0.8664781091,0.9980959572
CDS,SATW20_07600,1,814870,816543,1674,1,0.9433121299,0.8719115029,1.0263908787
IG,,1,816544,816669,126,1,1.0071607675,0.939192863,1.0751286721
CDS,SATW20_07610,-1,816670,817113,444,1,0.9927433332,0.8877020262,1.0875688583
IG,,1,817114,817339,226,1,1.0627708713,0.9762662655,1.1369176762
CDS,SATW20_07620,1,817340,818266,927,1,1.1109662945,1.0243998997,1.1790701349
IG,,1,818267,818368,102,1,1.1307387758,1.0998442738,1.1616332779
CDS,SATW20_07630,1,818369,819277,909,1,1.1220883153,1.0541080529,1.207357141
IG,,1,819278,819311,34,1,1.0751286721,1.0009818671,1.1492754771
CDS,SATW20_07640,1,819312,819599,288,1,1.1163213415,1.0256974688,1.1739910787
IG,,1,819600,819881,282,1,0.9700873651,0.8804933091,1.0567464434
CDS,SATW20_07650,1,819882,821435,1554,1,0.8926693775,0.8526882572,0.9290231198
IG,,1,821436,821520,85,1,0.9021194605,0.865046058,0.939192863
CDS,SATW20_07660,1,821521,822894,1374,1,1.0380552696,0.9497852637,1.103392728
IG,,1,822895,823048,154,1,0.8897616597,0.7414680497,1.0504130704
CDS,SATW20_07670,-1,823049,823333,285,1,0.9855346161,0.954640114,1.0318763692
CDS,SATW20_07680,-1,823330,823947,618,1,1.0380552696,0.9356091007,1.1599031858
IG,,1,823948,824132,185,1,1.0339360027,0.9021194605,1.1369176762
CDS,SATW20_07690,-1,824133,824555,423,1,1.0232259086,0.9713231451,1.0874864729
IG,,1,824556,824763,208,1,0.8403304564,0.7043946472,0.9886240663
CDS,SATW20_07700,1,824764,825930,1167,1,0.9496494637,0.880227141,1.0201269524
IG,,1,825931,826210,280,1,1.04423417,1.0009818671,1.0751286721
CDS,SATW20_07710,1,826211,826675,465,1,1.1270314356,1.0108681078,1.223422282
IG,,1,826676,826848,173,1,0.9721469985,0.939192863,1.013339668
CDS,SATW20_07720,1,826849,827331,483,1,1.0236378353,0.9144772613,1.1370000616
IG,,1,827332,827583,252,1,1.083367206,1.0627708713,1.1122020746
CDS,SATW20_07730,1,827584,828345,762,1,1.0380552696,0.9707739095,1.0916194708
CDS,SATW20_07740,1,828342,829262,921,1,0.9577295642,0.8724483807,1.0343479294
IG,,1,829263,829267,5,1,1.013339668,0.0123578008,1.0009818671
CDS,SATW20_07750,1,829268,831226,1959,1,0.9662623315,0.9090692523,1.0333534206
IG,,1,831227,831533,307,1,0.8835827593,0.7507364003,1.0040713173
CDS,SATW20_07760,1,831534,832715,1182,1,0.89451466,0.8336762559,0.9629863826
IG,,1,832716,832959,244,1,0.935073596,0.8526882572,1.0874864729
CDS,SATW20_07770,1,832960,834285,1326,1,1.0195185684,0.9497852637,1.0786859533
IG,,1,834286,834506,221,1,0.923745612,0.8434199066,0.9886240663
CDS,SATW20_07780,1,834507,835346,840,1,1.0339360027,0.9391516703,1.1301071549
IG,,1,835347,835477,131,1,1.0936653733,0.9268350622,1.2604956845
CDS,SATW20_07790,1,835478,836461,984,1,1.0009818671,0.9021082261,1.1200998328
IG,,1,836462,836532,71,1,0.8156148547,0.8032570539,0.8279726555
CDS,SATW20_07800,-1,836533,837588,1056,1,0.9504272274,0.8785048266,1.0134070741
CDS,SATW20_07810,-1,837588,838274,687,1,1.04423417,0.9546092195,1.1462169214
CDS,SATW20_07820,-1,838249,838722,474,1,1.0668901382,0.9824039732,1.1473188253
IG,,1,838723,839063,341,1,0.923745612,0.9052089107,0.9453717634
CDS,SATW20_07830,-1,839064,839504,441,1,0.9824451659,0.9432915336,1.0278188913
IG,,1,839505,839783,279,1,1.0668901382,0.939192863,1.2481378837
CDS,SATW20_07840,-1,839784,840368,585,1,0.9850932661,0.9180080616,1.0557092708
IG,,1,840369,840466,98,1,0.8403304564,0.8032570539,0.8774038588
CDS,SATW20_07850,-1,840467,841180,714,1,0.9469164885,0.883567312,1.0226389131
IG,,1,841181,841183,3,1,0.939192863,0.0245920236,0.9268350622
CDS,SATW20_07860,-1,841184,841603,420,1,0.9886240663,0.8053166873,1.1266195089
IG,,1,841604,841604,1,1,1.1245598754,0.0247156017,1.1123256526
CDS,SATW20_07870,-1,841605,842273,669,1,0.9921548665,0.909128099,1.0645539254
IG,,1,842274,842623,350,1,0.9466075435,0.8848185393,0.9960387468
CDS,SATW20_07880,1,842624,843217,594,1,1.0221666686,0.9515506638,1.0980965276
CDS,SATW20_07890,1,843201,844352,1152,1,1.013339668,0.9361034128,1.1080931058
CDS,SATW20_07900,1,844352,844960,609,1,1.0080434676,0.909145753,1.1139674747
IG,,1,844961,845025,65,1,0.9762662655,0.9021194605,1.0504130704
CDS,SATW20_07910,1,845026,845232,207,1,0.9680277316,0.865046058,1.0504130704
IG,,1,845233,845319,87,1,0.9577295642,0.865046058,1.0504130704
CDS,SATW20_07920,1,845320,846030,711,1,1.0380552696,0.9453717634,1.1029491712
CDS,SATW20_07930,1,846014,847018,1005,1,0.929081935,0.86165328,1.0044195826
IG,,1,847019,847491,473,1,0.9614369045,0.8477451369,1.0751286721
CDS,SATW20_07940,1,847492,849432,1941,1,0.9262465955,0.8603383244,0.9969273315
IG,,1,849433,849708,276,1,1.0380552696,0.9082983609,1.1554543775
CDS,SATW20_07950,1,849709,851586,1878,1,1.0094372045,0.935934306,1.0849108471
IG,,1,851587,851597,11,1,0.9886240663,0.0247156017,0.9886240663
CDS,SATW20_07960,1,851598,853379,1782,1,0.9795183183,0.9157780825,1.0406699201
IG,,1,853380,853600,221,1,1.0298167357,0.9144772613,1.1122020746
CDS,SATW20_07970,1,853601,854578,978,1,0.9255992821,0.8353502626,1.0145878058
CDS,SATW20_07980,1,854571,856085,1515,1,0.916794349,0.8480463582,0.994818414
IG,,1,856086,856324,239,1,0.9762662655,0.8743144086,1.0473236202
CDS,SATW20_07990,1,856325,857383,1059,1,1.0223271595,0.9447763421,1.0942944978
IG,,1,857384,857733,350,1,0.9861525061,0.852638826,1.1443323567
CDS,SATW20_08000,1,857734,858276,543,1,0.9082983609,0.8506080274,0.9824657622
IG,,1,858277,858955,679,1,0.8449646317,0.7599893037,0.9175821588
CDS,SATW20_08010,-1,858956,859873,918,1,1.0244616887,0.930505329,1.1122267902
IG,,1,859874,860142,269,1,0.954640114,0.8774038588,1.0411447198
CDS,SATW20_08020,-1,860143,861648,1506,1,0.9538677515,0.9059812733,1.0071684912
IG,,1,861649,861988,340,1,0.9361034128,0.8928511099,1.0009818671
CDS,SATW20_08030,-1,861989,862489,501,1,0.9330139626,0.7825577375,1.0216605872
IG,,1,862490,862508,19,1,0.9700873651,0.9515506638,0.9886240663
CDS,SATW20_08040,-1,862509,863375,867,1,0.9488044859,0.8773763971,1.0325766446
IG,,1,863376,864175,800,1,0.9309543291,0.8444359924,1.0051285959
CDS,SATW20_08050,1,864176,864574,399,1,1.0034534273,0.909534141,1.0801706548
